No,Branch Code,Branch Store Name,Province (Khmer),District (English),District (Khmer),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Phone,Type,Status
593,"TAKA002","Sun Chanchav","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","ស្ទឹងឆាយ","180404","11.034202","104.590535","0979997422","Authorized Dealer/ Authorized Agent","In effect"
594,"TAKA003","Trapeang Kranhung","តាកែវ","Tram Kak","ត្រាំកក់","ត្រពាំងក្រញូង","210907","11.093079","104.414537","090464768","Authorized Dealer/ Authorized Agent","In effect"
595,"TAKA004","Tram Kak","តាកែវ","Tram Kak","ត្រាំកក់","អង្គតាសោម","210901","10.911496","104.589815","0978347373","Authorized Dealer/ Authorized Agent","In effect"
596,"TAKA005","Romenh 01","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","រមេញ","210505","10.7957","104.9502","0882509797","Authorized Dealer/ Authorized Agent","In effect"
597,"TAKA006","Sambuor","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","សំបួរ","010210","10.962474","104.857369","0974442250","Authorized Dealer/ Authorized Agent","In effect"
598,"TAKA007","Angkanh","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","អង្កាញ់","210601","11.083932","104.94629","0716073334","Authorized Dealer/ Authorized Agent","In effect"
599,"TAKA008","Khvav","សៀមរាប","Chi Kraeng","ជីក្រែង","ខ្វាវ","170404","10.92014","104.72301","0973338659","Authorized Dealer/ Authorized Agent","In effect"
600,"TAKA009","Kouk Pou","តាកែវ","Borei Cholsar","បូរីជលសារ","គោកពោធិ៍","210305","10.892675","104.902756","0715926060","Authorized Dealer/ Authorized Agent","In effect"
601,"TAKA010","Krapum Chhuk","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","ក្រពុំឈូក","210501","10.706738","104.916813","0314792525","Authorized Dealer/ Authorized Agent","In effect"
602,"TAKA011","Prey Rumdeng","ព្រៃវែង","Me Sang","មេសាង","ព្រៃរំដេង","140505","10.619044","104.767197","0977969632","Authorized Dealer/ Authorized Agent","In effect"
603,"TAKA012","Prey Sloek","តាកែវ","Treang","ទ្រាំង","ព្រៃស្លឹក","211007","10.904813","104.783549","0883003500","Authorized Dealer/ Authorized Agent","In effect"
604,"TAKA013","Phnum Den","តាកែវ","Kiri Vong","គីរីវង់","ភ្នំដិន","210407","10.60243","104.906536","0719966622","Authorized Dealer/ Authorized Agent","In effect"
605,"TAKA014","Prey Phdau","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","ព្រៃផ្ដៅ","210611","11.165364","104.876075","068565053","Authorized Dealer/ Authorized Agent","In effect"
606,"TAKA015","Romenh 02","តាកែវ","Kaoh Andaet","កោះអណ្ដែត","រមេញ","210505","10.800032","104.937742","0718199971","Authorized Dealer/ Authorized Agent","In effect"
607,"TAKA016","Angkor Borei","តាកែវ","Angkor Borei","អង្គរបូរី","អង្គរបូរី","210101","10.997932","104.973288","0882456600","Authorized Dealer/ Authorized Agent","In effect"
608,"TAKA017","Trea","កំពង់ធំ","Stoung","ស្ទោង","ទ្រា","060813","11.103537","104.821108","0973252226","Authorized Dealer/ Authorized Agent","In effect"
609,"TAKA018","Doung Khpos","តាកែវ","Borei Cholsar","បូរីជលសារ","ដូងខ្ពស់","210303","10.867205","104.86635","0716504365","Authorized Dealer/ Authorized Agent","In effect"
610,"TAKA019","Lumchang","តាកែវ","Samraong","សំរោង","លំចង់","210706","11.073395","104.75951","0884366010","Authorized Dealer/ Authorized Agent","In effect"
611,"TAKA020","Prey Khla","ព្រៃវែង","Svay Antor","ស្វាយអន្ទរ","ព្រៃខ្លា","141308","10.75647","104.872143","068596596","Authorized Dealer/ Authorized Agent","In effect"
612,"TAKA022","Kandoeng","តាកែវ","Bati","បាទី","កណ្ដឹង","210204","11.285664","104.840462","060976777","Authorized Dealer/ Authorized Agent","In effect"
613,"TAKA023","Rovieng","ព្រះវិហារ","Rovieng","រវៀង","របៀប","130501","11.201191","104.787972","0978900095","Authorized Dealer/ Authorized Agent","In effect"
614,"TAKA024","Ta Ou","តាកែវ","Kiri Vong","គីរីវង់","តាអូរ","210412","10.577666","104.798714","0889879540","Authorized Dealer/ Authorized Agent","In effect"
615,"TAKA025","Ang Ta Saom","តាកែវ","Tram Kak","ត្រាំកក់","អង្គតាសោម","210901","11.012834","104.672232","0312850101","Authorized Dealer/ Authorized Agent","In effect"
616,"TAKA026","Prey Ampok","តាកែវ","Kiri Vong","គីរីវង់","ព្រៃអំពក","210408","10.632234","104.791171","0972726725","Authorized Dealer/ Authorized Agent","In effect"
617,"TAKA027","Preah Bat Choan Chum","តាកែវ","Kiri Vong","គីរីវង់","ព្រះបាទជាន់ជុំ","210402","10.644722","104.874741","0888831888","Authorized Dealer/ Authorized Agent","In effect"
618,"TAKA028","Borei Chulsar","តាកែវ","Borei Cholsar","បូរីជលសារ","បូរីជលសារ","210301","10.859956","104.947543","0717077780","Authorized Dealer/ Authorized Agent","In effect"
619,"TAKA031","Ba Srae","តាកែវ","Angkor Borei","អង្គរបូរី","បាស្រែ","210102","11.056967","104.952222","0889666094","Authorized Dealer/ Authorized Agent","In effect"
620,"TAKA032","Roka Krau","តាកែវ","Doun Kaev","ដូនកែវ","រកាក្រៅ","210803","10.97977","104.778003","0887333393","Authorized Dealer/ Authorized Agent","In effect"
621,"TAKA033","Prey Kabbas","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","អង្កាញ់","210601","11.162099","104.958486","0976304505","Authorized Dealer/ Authorized Agent","In effect"
622,"TAKA034","Rokar Knong","តាកែវ","Doun Kaev","ដូនកែវ","រកាក្នុង","210802","10.981908","104.777601","0979550999","Authorized Dealer/ Authorized Agent","In effect"
623,"TAKA036","Tnolbek","ភ្នំពេញ","Boeng Keng Kang","បឹងកេងកង","ទំនប់ទឹក","121305","10.810856","104.806805","0882516699","Authorized Dealer/ Authorized Agent","In effect"
624,"TAKP001","Doun Kaev","សៀមរាប","Puok","ពួក","ដូនកែវ","170702","10.989227","104.773957","0885749816","Post office","In effect"
625,"TAKS001","Roka Krau","តាកែវ","Doun Kaev","ដូនកែវ","រកាក្រៅ","210803","10.9791","104.7772","0974344448","Post office","In effect"
626,"TAKS002","Ang Ta Saom","តាកែវ","Tram Kak","ត្រាំកក់","អង្គតាសោម","210901","11.0101","104.6718","066258525","Post office","In effect"
627,"TAKS003","Trapeang Sab","តាកែវ","Bati","បាទី","ត្រពាំងសាប","210215","11.2656982757642","104.825915410417","0888141743","Post office","In effect"
628,"TAKS004","Preah Bat Choan Chum","តាកែវ","Kiri Vong","គីរីវង់","ព្រះបាទជាន់ជុំ","210402","10.6442","104.875","0973228886","Post office","In effect"
629,"TBKA001","Peus Mouy","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","ប៉ឺស១","250206","12.248393","105.717783","068737348","Authorized Dealer/ Authorized Agent","In effect"
630,"TBKA002","Tramung","ត្បូងឃ្មុំ","Memot","មេមត់","ត្រមូង","250313","11.819494","106.190896","0885963596","Authorized Dealer/ Authorized Agent","In effect"
631,"TBKA003","Rokarpo Pram","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","រកាពប្រាំ","250711","12.040843","105.711399","0973144459","Authorized Dealer/ Authorized Agent","In effect"
632,"TBKA004","Choam Kravien","ត្បូងឃ្មុំ","Memot","មេមត់","ជាំក្រវៀន","250303","11.770064","106.338638","0712266338","Authorized Dealer/ Authorized Agent","In effect"
633,"TBKA005","Dar","កំពង់ឆ្នាំង","Kampong Leaeng","កំពង់លែង","ដារ","040402","11.80188","106.119953","060744744","Authorized Dealer/ Authorized Agent","In effect"
634,"TBKA006","Rumchek","កំពង់ចាម","Kampong Siem","កំពង់សៀម","រំចេក","030612","12.105325","106.000691","0977161141","Authorized Dealer/ Authorized Agent","In effect"
635,"TBKA008","Kaong Kang","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","កោងកាង","250504","11.810423","105.844209","0888574737","Authorized Dealer/ Authorized Agent","In effect"
636,"TBKA009","Trapeang Phlong","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","ត្រពាំងផ្លុង","250507","11.692978","105.966143","0884540504","Authorized Dealer/ Authorized Agent","In effect"
637,"TBKA010","Dambae","ត្បូងឃ្មុំ","Dambae","តំបែរ","ចុងជាច","250101","12.017253","105.884091","0715000544","Authorized Dealer/ Authorized Agent","In effect"
638,"TBKA011","Chong Cheach","ត្បូងឃ្មុំ","Dambae","តំបែរ","ចុងជាច","250101","11.912352","105.861044","0975645656","Authorized Dealer/ Authorized Agent","In effect"
639,"TBKA012","Chhuk","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","ឈូក","060501","12.157931","105.739451","0713223344","Authorized Dealer/ Authorized Agent","In effect"
640,"TBKA013","Chumnik","ត្បូងឃ្មុំ","Krouch Chhmar","ក្រូចឆ្មារ","ជំនីក","250202","12.25263","105.817345","0979840645","Authorized Dealer/ Authorized Agent","In effect"
641,"TBKA014","Trea","កំពង់ធំ","Stoung","ស្ទោង","ទ្រា","060813","12.234293","105.546472","0887088800","Authorized Dealer/ Authorized Agent","In effect"
642,"TBKA015","Chak","កំពង់ឆ្នាំង","Baribour","បរិបូណ៌","ចក","040103","11.776389","105.598362","0887233382","Authorized Dealer/ Authorized Agent","In effect"
643,"TBKA016","Kraek","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","ក្រែក","250505","11.785283","106.002698","0978885861","Authorized Dealer/ Authorized Agent","In effect"
644,"TBKA017","Kor 01","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","គរ","031305","11.973743","105.742968","0976451168","Authorized Dealer/ Authorized Agent","In effect"
645,"TBKA018","Choam Ta Mau","ត្បូងឃ្មុំ","Memot","មេមត់","ជាំតាម៉ៅ","250304","11.886598","106.243362","0886768706","Authorized Dealer/ Authorized Agent","In effect"
646,"TBKA019","Chob","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","ជប់","250706","11.918445","105.603895","0979696886","Authorized Dealer/ Authorized Agent","In effect"
647,"TBKA020","Peam Chileang","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","ពាមជីលាំង","250710","12.101092","105.547606","0974912222","Authorized Dealer/ Authorized Agent","In effect"
648,"TBKA021","Sralab","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","ស្រឡប់","250712","11.862282","105.738753","0972588168","Authorized Dealer/ Authorized Agent","In effect"
649,"TBKA022","Kor 02","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","គរ","031305","11.976871","105.716563","0978785059","Authorized Dealer/ Authorized Agent","In effect"
650,"TBKP001","Suong","ត្បូងឃ្មុំ","Suong","សួង","សួង","250601","11.911554","105.651283","0319777797","Post office","In effect"
651,"TBKS001","Suong","ត្បូងឃ្មុំ","Suong","សួង","សួង","250601","11.910232","105.653275","0882489696","Post office","In effect"
652,"TBKS002","Kraek","ត្បូងឃ្មុំ","Ponhea Kraek","ពញាក្រែក","ក្រែក","250505","11.763201","105.940445","0719400049","Post office","In effect"
653,"TBKS003","Memut","ត្បូងឃ្មុំ","Memot","មេមត់","ចាន់មូល","250301","11.828102","106.182878","0885358862","Post office","In effect"
654,"TBKS004","Ampil Ta Pok","ត្បូងឃ្មុំ","Ou Reang Ov","អូររាំងឪ","អំពិលតាពក","250401","11.796341","105.499489","0714443292","Post office","In effect"
655,"THOA001","Srayouv","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","ស្រយ៉ូវ","060310","12.657969","104.919848","0975921168","Authorized Dealer/ Authorized Agent","In effect"
656,"THOA002","Sou Young","កំពង់ធំ","Taing Kouk","តាំងគោក","សូយោង","060905","12.247011","105.123774","0979678777","Authorized Dealer/ Authorized Agent","In effect"
657,"THOA003","Triel","កំពង់ធំ","Taing Kouk","តាំងគោក","ទ្រៀល","060904","12.333434","105.105665","0889900252","Authorized Dealer/ Authorized Agent","In effect"
658,"THOA004","Baray","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","បារាយណ៍","031301","12.396384","105.083396","090235666","Authorized Dealer/ Authorized Agent","In effect"
659,"THOA005","Bak Sna","កំពង់ធំ","Baray","បារាយណ៍","បាក់ស្នា","060101","12.515992","105.281484","0977557199","Authorized Dealer/ Authorized Agent","In effect"
660,"THOA006","Tbaeng","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","ត្បែង","060208","12.793109","104.78912","066612813","Authorized Dealer/ Authorized Agent","In effect"
661,"THOA007","Tang Krasang","កំពង់ចាម","Batheay","បាធាយ","តាំងក្រសាំង","030110","12.56012","105.04978","090834810","Authorized Dealer/ Authorized Agent","In effect"
662,"THOA008","San Ko","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","សាន់គ","060207","12.80811","104.738129","0975120190","Authorized Dealer/ Authorized Agent","In effect"
663,"THOA009","Tum Ring","កំពង់ធំ","Sandan","សណ្ដាន់","ទំរីង","060609","12.901008","105.424327","066687713","Authorized Dealer/ Authorized Agent","In effect"
664,"THOA010","Kraya","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","ក្រយា","060402","13.118471","104.762385","0883588806","Authorized Dealer/ Authorized Agent","In effect"
665,"THOA011","Sala Visai","កំពង់ធំ","Prasat Ballangk","ប្រាសាទបល្ល័ង្គ","សាលាវិស័យ","060405","12.948858","104.944323","068848840","Authorized Dealer/ Authorized Agent","In effect"
666,"THOA013","Chhuk","កំពង់ធំ","Prasat Sambour","ប្រាសាទសំបូរ","ឈូក","060501","12.931402","105.164794","0979197468","Authorized Dealer/ Authorized Agent","In effect"
667,"THOA014","Krava","កំពង់ធំ","Baray","បារាយណ៍","ក្រវ៉ា","060111","12.473985","105.244491","0972163303","Authorized Dealer/ Authorized Agent","In effect"
668,"THOA015","Kampong Chen Tboung","កំពង់ធំ","Stoung","ស្ទោង","កំពង់ចិនត្បូង","060805","12.929947","104.579938","0977008490","Authorized Dealer/ Authorized Agent","In effect"
669,"THOA016","Chamna Kraom","កំពង់ធំ","Stoung","ស្ទោង","ចំណាក្រោម","060802","12.848016","104.635693","0885709168","Authorized Dealer/ Authorized Agent","In effect"
670,"THOA017","Steung Sean","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","ដំរីជាន់ខ្លា","060301","104.89055","12.728917","0977537606","Authorized Dealer/ Authorized Agent","In effect"
671,"THOA018","Sambour","កំពង់ចាម","Batheay","បាធាយ","សំបូរ","030107","12.87017","105.06897","0717687666","Authorized Dealer/ Authorized Agent","Out of effect"
672,"THOP001","Stueng Saen","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","ដំរីជាន់ខ្លា","060301","12.718887","104.886428","0882133448","Post office","In effect"
673,"THOP018","Steung Sean","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","ដំរីជាន់ខ្លា","060301","12.622","105.4718","0313756464","Authorized Dealer/ Authorized Agent","In effect"
674,"THOS001","Prey Ta Hu","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","ព្រៃតាហ៊ូ","060308","12.718984","104.886849","0976327489","Post office","In effect"
675,"THOS002","Ballang","កំពង់ធំ","Baray","បារាយណ៍","បល្ល័ង្គ","060102","12.4996","105.125","090853838","Post office","In effect"
676,"THOS003","Kampong Chen Cheung","កំពង់ធំ","Stoung","ស្ទោង","កំពង់ចិនជើង","060804","12.943729","104.569481","0978280025","Post office","In effect"
677,"THOS004","Sandan","កំពង់ធំ","Sandan","សណ្ដាន់","ឈើទាល","060601","13.102497","105.241223","068334448","Post office","In effect"
678,"BCTEST","BC Thử nghiệm 5 BAN TTCNTT","កំពត","Banteay Meas","បន្ទាយមាស","ស្ដេចគង់ខាងជើង","070206","","","","Post office","Out of effect"
679,"BCTEST06","BC thử nghiệm 06","Trung tâm Công nghệ - VTP - test","BC thử nghiệm 06","BC thử nghiệm 06","BC thử nghiệm 06","","","","","Post office","Out of effect"
680,"CAMGL","Kho vùng Thử nghiệm","កំពង់ធំ","Stueng Saen","ស្ទឹងសែន","កំពង់ធំ","060302","","","","Regional Warehouse","Out of effect"
681,"CAMGL1","Thử nghiệm 1 BAN","កោះកុង","Thma Bang","ថ្មបាំង","តាទៃលើ","090701","","","","Authorized Dealer/ Authorized Agent","Out of effect"
682,"CAMGL2","Thử nghiệm 2","កោះកុង","Thma Bang","ថ្មបាំង","តាទៃលើ","090701","","","","Authorized Dealer/ Authorized Agent","Out of effect"
683,"DVCT","DVCT TEST","ស្វាយរៀង","Bavet","បាវិត","ច្រកម្ទេស","200803","","","","Transportation Team/ Delivery Team/ Shipping Team","In effect"
684,"GLOBAL0","Test PNP","កំពត","Chhuk","ឈូក","សត្វពង","070312","","","","Phòng ban","In effect"
685,"GLOBAL1","Test PNP","កំពត","Chhuk","ឈូក","សត្វពង","070312","","","085622555","Post office","In effect"
686,"GLOBAL2","Test BAT","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","ព្រះបាទ","190403","","","0712665666","Post office","In effect"
687,"GLOBAL3","Test KAN","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","ទានកាំ","010407","","","0963258555","Post office","In effect"
688,"GLOBAL4","Test BAN","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","តាបែន","010805","","","09874564563","Post office","In effect"
689,"GLOBAL5","Test BAT","ស្ទឹងត្រែង","Stueng Traeng","ស្ទឹងត្រែង","ព្រះបាទ","190403","","","","Operations Center","In effect"
690,"GLOBAL6","Test Agent PNP","កណ្តាល","S'ang","ស្អាង","ស្អាងភ្នំ","081010","","","","Authorized Dealer/ Authorized Agent","In effect"
691,"GLOBAL7","Test Agent BAT","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","ទានកាំ","010407","","","","Authorized Dealer/ Authorized Agent","In effect"
692,"GLOBAL8","BC test GLOBAL8","Battambang","Banan","បាណន់","ឈើទាល","020104","","","","Post office","Out of effect"
693,"KVBAN","Kho vùng BAN","កំពង់ឆ្នាំង","Baribour","បរិបូណ៌","ខុនរ៉ង","040104","","","","Regional Warehouse","Out of effect"
694,"KVPNP","Kho vùng PNP","កំពង់ឆ្នាំង","Tuek Phos","ទឹកផុស","ខ្លុងពពក","040805","1111111","23123123","0123466789","Regional Warehouse","Out of effect"
695,"PNPTTSST","PNP TEST","រតនគិរី","Ou Ya Dav","អូរយ៉ាដាវ","ប៉ាតេ","160704","","","","Post office","Out of effect"
696,"MFET001","GLOBAL Metfone Express Test 01","Metfone Express Test","GLOBAL Metfone Express Test 01","GLOBAL Metfone Express Test 01","GLOBAL Metfone Express Test 01","","","","","Post office","In effect"
697,"MFET002","GLOBAL  Metfone Express Test 02","Metfone Express Test","GLOBAL  Metfone Express Test 02","GLOBAL  Metfone Express Test 02","GLOBAL  Metfone Express Test 02","","","","","Post office","In effect"
